N,M,a,I,Train Ac,Train avgAc,Test Ac,Test avgAc
1, 512, 0.3, 0, 71.17, 78.53, 65.93, 61.33
1, 512, 0.3, 1, 71.17, 78.53, 65.93, 61.33
1, 512, 0.3, 5, 71.17, 78.53, 65.93, 61.33
1, 512, 0.3, 10, 71.17, 78.53, 65.93, 61.33
1, 512, 0.3, -1, 71.17, 78.53, 65.93, 61.33
1, 1024, 0.3, 0, 76.36, 83.33, 70, 65.48
1, 1024, 0.3, 1, 76.36, 83.33, 70, 65.48
1, 1024, 0.3, 5, 76.36, 83.33, 70, 65.48
1, 1024, 0.3, 10, 76.36, 83.33, 70, 65.48
1, 1024, 0.3, -1, 76.36, 83.33, 70, 65.48
1, 2048, 0.3, 0, 80.87, 86.83, 72.5, 66.46
1, 2048, 0.3, 1, 80.87, 86.83, 72.5, 66.46
1, 2048, 0.3, 5, 80.87, 86.83, 72.5, 66.46
1, 2048, 0.3, 10, 80.87, 86.83, 72.5, 66.46
1, 2048, 0.3, -1, 80.87, 86.83, 72.5, 66.46
1, 4096, 0.3, 0, 85.36, 91.43, 71.85, 62.46
1, 4096, 0.3, 1, 85.36, 91.43, 71.85, 62.46
1, 4096, 0.3, 5, 85.36, 91.43, 71.85, 62.46
1, 4096, 0.3, 10, 85.36, 91.43, 71.85, 62.46
1, 4096, 0.3, -1, 85.36, 91.43, 71.85, 62.46
2, 512, 0.3, 0, 72.95, 80.45, 66.67, 60.98
2, 512, 0.3, 1, 73.3, 79.73, 67.96, 61.64
2, 512, 0.3, 5, 71.24, 77.55, 67.04, 62.17
2, 512, 0.3, 10, 70.59, 77.01, 67.04, 62.06
2, 512, 0.3, -1, 70.68, 77.18, 67.04, 62.88
2, 1024, 0.3, 0, 78.42, 85.08, 70.74, 63.88
2, 1024, 0.3, 1, 78.75, 85.17, 71.85, 64.28
2, 1024, 0.3, 5, 78.05, 83.32, 72.04, 64.71
2, 1024, 0.3, 10, 76.78, 81.9, 71.11, 62.35
2, 1024, 0.3, -1, 76.85, 81.61, 71.02, 62.62
2, 2048, 0.3, 0, 83.26, 88.83, 72.41, 65.16
2, 2048, 0.3, 1, 83.7, 89.01, 72.59, 64.36
2, 2048, 0.3, 5, 84.12, 88.46, 73.98, 64.03
